
.\Data\s18\1.pgm;sizeOrigin:;10318;sizeDestino:;9065;
.\Data\s18\2.pgm;sizeOrigin:;10318;sizeDestino:;8472;
.\Data\s18\3.pgm;sizeOrigin:;10318;sizeDestino:;8246;
.\Data\s18\4.pgm;sizeOrigin:;10318;sizeDestino:;8339;
.\Data\s18\5.pgm;sizeOrigin:;10318;sizeDestino:;8117;
.\Data\s18\6.pgm;sizeOrigin:;10318;sizeDestino:;8074;
.\Data\s18\7.pgm;sizeOrigin:;10318;sizeDestino:;8063;
.\Data\s18\8.pgm;sizeOrigin:;10318;sizeDestino:;8039;
.\Data\s18\9.pgm;sizeOrigin:;10318;sizeDestino:;7989;
.\Data\s18\s1.pgm;sizeOrigin:;10318;sizeDestino:;14560;
.\Data\s18\s10.pgm;sizeOrigin:;10318;sizeDestino:;15489;
.\Data\s18\s11.pgm;sizeOrigin:;10318;sizeDestino:;15748;
.\Data\s18\s15.pgm;sizeOrigin:;10318;sizeDestino:;12851;
.\Data\s18\s16.pgm;sizeOrigin:;10318;sizeDestino:;14828;
.\Data\s18\s18.pgm;sizeOrigin:;10318;sizeDestino:;13424;
.\Data\s18\s21.pgm;sizeOrigin:;10318;sizeDestino:;13463;
.\Data\s18\s23.pgm;sizeOrigin:;10318;sizeDestino:;13693;
.\Data\s18\s24.pgm;sizeOrigin:;10318;
